opinion,region
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,north
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Very badly,scot
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,london
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,rest_of_south
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,midlands_wales
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,north
Don't know,scot
Don't know,scot
Don't know,scot
Don't know,scot
Don't know,scot
Don't know,scot
Don't know,scot
Don't know,scot
Don't know,scot
Don't know,scot
Don't know,scot
